run,piece,status,frame_count,landing_frame,post_land_frame_count,mass,inertia,com_offset_px,footprint_width_px,contact_points,contact_parts,landing_angle,landing_pre_vx,landing_pre_vy,landing_pre_angular_velocity,landing_vx,landing_vy,landing_angular_velocity,landing_delta_vx,landing_delta_vy,landing_delta_angular_velocity,max_post_land_abs_vx,max_post_land_abs_vy,max_post_land_abs_angular_velocity,post_land_x_range,post_land_y_range,post_land_angle_range,max_bounce_height_px,sleep_frame,final_sleeping,final_ground_contact,physics_parts,triangles,regions,raw_regions,contour_vertices,landing_contact_left_offset_px,landing_contact_right_offset_px,landing_contact_normal_angle_rad,landing_contact_torque_proxy,landing_contact_parts_detail,landing_contact_offsets_xy_px,landing_contact_torque_proxies,landing_dynamic_body_count,landing_other_dynamic_body_ids,narrow_landing_evaluated,narrow_landing_contact_width_px,narrow_landing_contact_source,narrow_landing_contact_offset_px,narrow_landing_angular_before,narrow_landing_angular_delta,narrow_landing_angular_after,narrow_landing_width_condition,narrow_landing_offset_condition,narrow_landing_delta_condition,narrow_landing_correction,narrow_landing_correction_applied,narrow_landing_correction_latched,narrow_landing_contact_width_latched_px,narrow_landing_contact_source_latched,narrow_landing_contact_offset_latched_px,narrow_landing_angular_before_latched,narrow_landing_angular_delta_latched,narrow_landing_angular_after_latched,narrow_landing_width_condition_latched,narrow_landing_offset_condition_latched,narrow_landing_delta_condition_latched,narrow_landing_correction_applied_latched,first_ground_contact_substep,first_ground_contact_vx_before,first_ground_contact_vx_after,first_ground_contact_delta_vx,first_ground_contact_vy_before,first_ground_contact_vy_after,first_ground_contact_delta_vy,first_ground_contact_angular_before,first_ground_contact_angular_after,first_ground_contact_delta_angular,first_ground_contact_delta_x,first_ground_contact_delta_y,first_ground_contact_width_px,first_ground_contact_offset_px,first_ground_contact_source,max_ground_delta_vx,max_ground_delta_vx_before,max_ground_delta_vx_after,max_ground_delta_vy,max_ground_delta_angular,max_ground_delta_vx_substep,max_ground_delta_vx_contact_width_px,max_ground_delta_vx_contact_offset_px,max_ground_delta_vx_contact_source,first_ground_response_normal_x,first_ground_response_normal_y,first_ground_response_normal_angle_rad,first_ground_response_tangent_x,first_ground_response_tangent_y,first_ground_response_depth,first_ground_response_separation,first_ground_response_friction,first_ground_response_friction_static,first_ground_response_delta_vn,first_ground_response_delta_vt,first_ground_response_linear_impulse_normal_proxy,first_ground_response_linear_impulse_tangent_proxy,first_ground_response_angular_impulse_proxy,first_ground_response_pair_count,first_ground_response_contact_count,first_ground_response_support_count,max_ground_response_normal_x,max_ground_response_normal_y,max_ground_response_normal_angle_rad,max_ground_response_tangent_x,max_ground_response_tangent_y,max_ground_response_depth,max_ground_response_separation,max_ground_response_friction,max_ground_response_friction_static,max_ground_response_delta_vn,max_ground_response_delta_vt,max_ground_response_linear_impulse_normal_proxy,max_ground_response_linear_impulse_tangent_proxy,max_ground_response_angular_impulse_proxy,max_ground_response_pair_count,max_ground_response_contact_count,max_ground_response_support_count
3,21,complete,121,60,60,8.592,8519.244,3.325,59,4,2,-0.001146,0,11.07001,0,-0.01161,0,-0.000311,-0.01161,-11.07775,-0.000311,0.01161,0.00008,0.000311,0.001999999999981128,0.0010000000000331966,0.00006499999999999995,0.0010000000000331966,119,1,0,50,100,50,50,44,-27.265,31.735,1.570796,2.234748,12566;12566;12567;12567,-27.265:37.712;26.735:37.650;27.735:37.649;31.735:37.644,-27.265233;26.734732;27.734731;31.734728,1,,0,,,,0.000000,,0.000000,0,0,0,0.000000,0,,,,,,,,0,0,0,0,241,0.000000,-0.083664,-0.083664,11.070011,-0.054705,-11.124715,0.000000,-0.002179,-0.002179,0.000000,1.097392,59.000,2.192,geometry-edge,-0.083664,0.000000,-0.083664,-11.124715,-0.002179,241,59.000,2.192,geometry-edge,0.000000,1.000000,1.570796,-1.000000,0.000000,2.558226,,0.350000,1.000000,-11.124715,0.083664,-95.583555,0.718839,-18.559383,5,10,10,9np:9p2,0.000000,1.000000,1.570796,-1.000000,0.000000,2.558226,,0.350000,1.000000,-11.124715,0.083664,-95.583555,0.718839,-18.559383,5,10,10,9np:9p2
3,22,complete,120,59,60,3.966,1328.128,2.502,5,2,1,0,0,10.98901,0,-0.15696,0,0,-0.15696,-11.0067,-0.015722,1.42449,0.85909,0.058155,43.275000000000006,11.481999999999971,1.439739,0.014000000000010004,,0,1,67,134,67,70,54,-0.968,3.032,1.570796,1.031518,12636;12636,3.032:35.539;-0.968:35.539,3.031518;-0.968482,1,,1,0.991,geometry-edge,14.022,-0.057747,-0.000409,-0.058155,1,1,0,0.000000,0,,,,,,,,0,0,0,0,240,0.000000,-0.156961,-0.156961,11.075086,-0.017689,-11.092775,0.000000,-0.015722,-0.015722,0.000000,1.931254,4.000,1.032,geometry-edge,-0.156961,0.000000,-0.156961,-11.092775,-0.015722,240,4.000,1.032,geometry-edge,0.000000,1.000000,1.570796,-1.000000,0.000000,0.925653,,0.350000,1.000000,-11.092775,0.156961,-43.993946,0.622508,-20.881053,1,2,2,9p5:9r0,0.000000,1.000000,1.570796,-1.000000,0.000000,0.925653,,0.350000,1.000000,-11.092775,0.156961,-43.993946,0.622508,-20.881053,1,2,2,9p5:9r0
3,23,complete,121,60,60,3.404,1817.289,0.999,56,6,3,0,0,11.08345,0,0.29757,0,0.011373,0.29757,-11.2972,0.011373,0.49451,0.11297,0.012018,0.9420000000000073,0.8480000000000132,0.031478,0.8480000000000132,,0,1,71,142,71,78,70,-36.098,19.902,1.570796,-8.09812,12707;12707;12708;12708;12709;12709,-32.098:26.071;-36.098:26.071;19.902:26.071;7.902:26.071;18.902:27.071;9.902:27.071,-32.098120;-36.098120;19.901880;7.901880;18.901880;9.901880,1,,1,55.031,geometry-edge,8.027,0.000000,0.000000,0.000000,0,1,0,0.000000,0,,,,,,,,0,0,0,0,244,0.000000,0.297567,0.297567,11.168440,-0.213750,-11.382189,0.000000,0.011373,0.011373,0.000000,1.717562,56.000,8.098,geometry-edge,0.297567,0.000000,0.297567,-11.382189,0.011373,244,56.000,8.098,geometry-edge,0.000000,1.000000,1.570796,-1.000000,0.000000,1.829726,,0.350000,1.000000,-11.382189,-0.297567,-38.744973,-1.012917,20.667555,3,6,6,9r2:9t1,0.000000,1.000000,1.570796,-1.000000,0.000000,1.829726,,0.350000,1.000000,-11.382189,-0.297567,-38.744973,-1.012917,20.667555,3,6,6,9r2:9t1
3,24,complete,121,60,60,4.054,1448.135,12.846,7,4,2,0,0,10.99574,0,-0.22462,2.68999,0,-0.22462,-8.30574,-0.204497,1.38947,2.68999,0.083694,45.95500000000001,13.875999999999976,1.854017,0,,0,1,66,132,66,67,62,10.557,16.557,1.570796,13.556734,12775;12775;12777;12777,12.557:34.289;10.557:34.289;16.557:34.289;14.557:34.289,12.556734;10.556734;16.556734;14.556734,1,,1,2.887,geometry-edge,25.693,0.008233,0.001228,0.009461,1,1,0,0.000000,0,0.178265,6.000,geometry-edge,13.557,0.000000,-0.248860,-0.204497,1,1,1,1,244,0.000000,-0.224624,-0.224624,11.081733,2.689994,-8.391738,0.000000,-0.204497,-0.204497,0.000000,2.531008,6.000,13.557,geometry-edge,-0.452824,-0.461455,-0.914278,-1.053421,0.001054,246,6.135,16.047,geometry-edge,0.000000,1.000000,1.570796,-1.000000,0.000000,0.327587,,0.350000,1.000000,-8.391738,0.224624,-34.020106,0.910626,-296.138596,2,4,4,9t3:9uv,0.000000,1.000000,1.570796,-1.000000,0.000000,0.349592,,0.350000,1.000000,-1.053421,0.452824,-4.270568,1.835747,1.525985,2,3,4,9t3:9uv
3,25,complete,132,71,60,2.958,422.016,3.375,16,1,1,2.790146,0.30036,2.11415,0.212177,0.62083,-0.34459,0.02545,0.32047,-2.45875,-0.186727,1.49099,1.53189,0.060678,38.81300000000002,12.932000000000016,1.3995289999999998,0.7819999999999823,,0,1,85,170,85,88,80,6.755,6.755,1.570796,6.754891,12782,6.755:34.585,6.754891,1,,1,1.999,geometry-edge,5.462,-0.054941,-0.000280,-0.055220,1,1,0,0.000000,0,0.197478,0.369,geometry-edge,7.484,0.211366,-0.178587,0.068046,1,1,1,1,238,0.000000,0.356974,0.356974,11.004259,-0.977719,-11.981978,0.000000,0.252168,0.252168,0.000000,1.901662,16.000,4.436,geometry-edge,0.356974,0.000000,0.356974,-11.981978,0.252168,238,16.000,4.436,geometry-edge,0.000000,1.000000,1.570796,-1.000000,0.000000,1.603920,,0.350000,1.000000,-11.981978,-0.356974,-35.442690,-1.055931,106.419014,3,6,6,9uz:9xc,0.000000,1.000000,1.570796,-1.000000,0.000000,1.603920,,0.350000,1.000000,-11.981978,-0.356974,-35.442690,-1.055931,106.419014,3,6,6,9uz:9xc
3,26,complete,122,61,60,4.034,1163.861,2.725,11,2,2,0.426041,0.28267,3.89687,0.318705,1.24682,-1.22682,0.07317,0.96416,-5.1237,-0.245535,1.89126,2.03141,0.094562,25.962999999999994,16.870000000000005,1.2746179999999998,2.5889999999999986,,0,1,76,152,76,82,72,2.388,4.623,1.570796,3.505437,12932;12934,4.623:33.359;2.388:33.443,4.622681;2.388194,1,,1,42.189,geometry-edge,8.660,0.000000,-0.000000,0.000000,0,1,0,0.000000,0,0.700000,0.956,geometry-edge,20.241,0.060629,0.024557,0.067996,1,1,1,1,242,0.000000,0.188711,0.188711,11.058270,3.784371,-7.273899,0.000000,0.333229,0.333229,0.000000,2.169867,11.000,16.504,geometry-edge,0.528107,0.718716,1.246823,0.071340,-0.061916,248,3.558,3.257,geometry-edge,0.000000,1.000000,1.570796,-1.000000,0.000000,1.182768,,0.350000,1.000000,-7.273899,-0.188711,-29.342909,-0.761259,387.832776,2,4,4,9xe:9zi,0.000000,1.000000,1.570796,-1.000000,0.000000,0.108225,,0.350000,1.000000,0.071340,-0.528107,0.287786,-2.130383,-72.061981,2,2,4,9xe:9za
3,27,complete,120,59,60,4.88,2744.433,3.428,6,2,1,-0.02341,0,10.9686,0,0,1.12101,0,-0.36291,-9.84758,-0.094433,1.25025,1.12101,0.038425,14.147999999999996,5.865000000000009,0.389052,0,,0,1,66,132,66,70,66,11.232,12.232,1.570796,11.732236,13010;13010,11.232:39.962;12.232:39.939,11.232373;12.232099,1,,1,47.166,geometry-edge,1.004,0.000000,-0.000000,0.000000,0,0,0,0.000000,0,0.422468,1.000,geometry-edge,10.794,0.000000,-0.169508,-0.097896,1,1,1,1,239,0.000000,-0.116888,-0.116888,11.022857,1.769985,-9.252872,0.000000,-0.097896,-0.097896,0.000000,2.406565,1.000,10.794,geometry-edge,-0.981904,0.000000,-0.981904,-0.000542,-0.010205,245,1.078,13.977,geometry-edge,0.000000,1.000000,1.570796,-1.000000,0.000000,0.269397,,0.350000,1.000000,-9.252872,0.116888,-45.154016,0.570415,-268.669305,1,2,2,9zk:a1e,0.000000,1.000000,1.570796,-1.000000,0.000000,0.044148,,0.350000,1.000000,-0.000542,0.981904,-0.002647,4.791693,-28.006236,1,1,2,9zk:a1e
3,28,complete,121,60,60,3.352,665.675,2.082,3,1,1,0.239182,0.20327,3.10187,0.252824,0.7478,-0.46971,0.027277,0.54453,-3.57158,-0.225547,0.7478,0.46971,0.027277,14.438000000000017,1.2439999999999714,0.33582100000000004,1.2439999999999714,,0,1,92,184,92,95,80,9.887,9.887,1.570796,9.887144,13101,9.887:38.503,9.887144,1,,1,2.222,geometry-edge,3.921,0.004902,-0.000096,0.004806,1,0,0,0.000000,0,0.329542,2.000,geometry-edge,10.273,0.000000,0.367289,0.246252,1,1,1,1,238,0.000000,0.104162,0.104162,11.024586,3.463975,-7.560611,0.000000,0.246252,0.246252,0.000000,2.381841,2.000,10.273,geometry-edge,0.194120,0.296924,0.491044,-0.167707,-0.035309,242,2.166,10.043,geometry-edge,0.000000,1.000000,1.570796,-1.000000,0.000000,0.462238,,0.350000,1.000000,-7.560611,-0.104162,-25.343168,-0.349152,163.923453,1,2,2,a1g:a40,0.000000,1.000000,1.570796,-1.000000,0.000000,0.224286,,0.350000,1.000000,-0.167707,-0.194120,-0.562154,-0.650691,-23.504250,1,1,2,a1g:a3x
3,29,complete,121,60,60,4.632,1624.548,2.816,3,1,1,-0.079402,0,11.00934,0,0,1.33829,0,-0.67268,-9.67106,-0.131602,1.85052,1.90235,0.129717,49.73100000000002,11.106999999999971,2.140384,0,,0,1,83,166,83,91,70,10.929,10.929,1.570796,10.9286,13189,10.929:38.279,10.928600,1,,1,4.433,geometry-edge,8.639,-0.004218,-0.000099,-0.004317,1,1,0,0.000000,0,0.241122,2.000,geometry-edge,8.858,0.000000,-0.218880,-0.166103,1,1,1,1,242,0.000000,-0.130104,-0.130104,11.038066,1.754094,-9.283972,0.000000,-0.166103,-0.166103,0.000000,2.101008,2.000,8.858,geometry-edge,-0.342712,-1.006045,-1.348757,-0.223329,0.006382,255,1.324,15.455,geometry-edge,0.000000,1.000000,1.570796,-1.000000,0.000000,0.746495,,0.350000,1.000000,-9.283972,0.130104,-43.003357,0.602643,-269.842252,1,2,2,a42:a6d,0.000000,1.000000,1.570796,-1.000000,0.000000,0.036387,,0.350000,1.000000,-0.223329,0.342712,-1.034462,1.587442,10.367816,1,1,2,a42:a6a
3,30,complete,129,68,60,3.614,888.625,5.169,11,1,1,-1.813838,-0.21496,3.34941,-0.20036,-0.653,-0.4585,-0.04957,-0.43804,-3.80791,0.15079,0.98076,0.61713,0.051971,12.013000000000005,4.6229999999999905,0.5865800000000001,1.742999999999995,,0,1,61,122,61,63,64,-9.368,-9.368,1.570796,-9.36841,13217,-9.368:21.499,-9.368410,1,,1,28.000,geometry-edge,0.268,0.000000,0.000000,0.000000,0,0,0,0.000000,0,0.090222,5.000,geometry-edge,7.887,0.000000,-0.267706,-0.243553,1,1,1,1,241,0.000000,-0.112152,-0.112152,11.002341,1.478254,-9.524087,0.000000,-0.243553,-0.243553,0.000000,1.926636,5.000,7.887,geometry-edge,-0.379895,1.016256,0.636361,-0.963544,-0.024698,394,28.000,0.377,geometry-edge,0.000000,1.000000,1.570796,-1.000000,0.000000,0.744419,,0.350000,1.000000,-9.524087,0.112152,-34.420051,0.405319,-216.427717,1,2,2,a6f:a84,0.000000,1.000000,1.570796,-1.000000,0.000000,0.167500,,0.350000,1.000000,-0.963544,0.379895,-3.482248,1.372941,-21.947603,8,16,16,a6f:a7k
